sr_no,R,G,drv,Aeq_paper,SRR_1,SRR_2,SRR_5,SRR_10,SRR_15,SRR_20,SRR_25,SRR_30,SRR_35,Avg_V_tangent,Avg_V_curve,Avg_SR,Max_V_curve,age_grp,profession,exp_kmperyear_grp,C_Age_exp_kmperyear,trip_frequency,Speed_limit_on_real_road,Uniq_ID,configurations_RM,Vd_grp,R_grp,G_grp,PTL_grp,CL_grp,SW_grp,EW_grp,C_R_PTL,G_grp_rev,Cluster_both_direction,Cluster_both_direction_nominal,Cluster_both_direction_ordinal,Binary_logistic_H,Binary_logistic_L,Binary_logistic_HM,income_grp,edu_grp,gender_grp,marital_grp,age_2_grp,age_exp_2,age_scale,exp_years_scale,age_2_grp_s,income_grp_s,exp_kmperyear_grp_s,profession_s,pro_nonpro,stu_emplo,Cluster_2RG,mari_exp,occu_exp
1,75,-4,drv1,1.489636795,67,57,30,13,13,10,7,7,7,58.92622701,66.80075481,-7.874527799,69.65765774,1,1,2,2,0,1,75_-4_drv1,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,1,2,25,9,0,0,1,0,0,1,0,2,2
2,75,-4,drv2,2.540763643,75,60,41,30,30,19,15,11,11,73.69545664,76.23829085,-2.542834214,79.30841507,1,1,2,2,0,0,75_-4_drv2,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,4,0,0,1,0,0,1,0,2,2
3,75,-4,drv3,0.741529556,62,59,48,37,31,28,25,23,20,56.82812303,52.21617623,4.611946793,62.32964301,3,3,3,9,0,1,75_-4_drv3,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,3,1,1,1,2,6,50,20,1,2,2,2,1,2,0,6,6
4,75,-4,drv4,1.023068949,63,43,23,23,17,13,13,10,7,70.16941379,57.5837573,12.58565649,70.76726662,2,1,3,6,1,0,75_-4_drv4,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,2,6,26,4,1,0,2,0,0,1,0,3,3
5,75,-4,drv6,2.204981479,80,56,42,31,28,21,21,21,14,63.54508844,70.872627,-7.32753856,74.81657865,1,1,2,2,1,0,75_-4_drv6,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,8,0,0,1,0,0,1,0,2,2
6,75,-4,drv8,1.157155355,47,44,40,34,31,31,28,25,22,62.40853064,60.32030871,2.088221926,65.46770501,1,1,2,2,0,1,75_-4_drv8,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
7,75,-4,drv9,0.92370335,80,55,34,25,18,18,9,6,6,65.48750362,56.68456163,8.802941996,67.36563079,2,2,2,5,1,1,75_-4_drv9,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,3,2,1,1,2,5,32,15,1,2,1,1,0,2,0,5,5
8,75,-4,drv10,1.255778317,65,43,31,12,12,9,9,6,3,56.61104574,62.77840559,-6.167359848,63.86314374,1,1,1,1,0,1,75_-4_drv10,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
9,75,-4,drv11,0.2521129,79,60,38,24,24,17,12,5,5,46.50451565,47.18470454,-0.680188884,51.6834295,1,1,3,3,0,1,75_-4_drv11,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,1,2,1,0,1,3,25,3,0,0,2,0,0,1,0,3,3
10,75,-4,drv12,1.491778954,63,57,46,31,31,26,26,26,26,56.88665186,54.6779196,2.20873226,60.04228336,1,1,1,1,1,1,75_-4_drv12,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,1,1,23,7,0,0,0,0,0,1,0,1,1
11,75,-4,drv13,0.119019518,45,40,34,22,13,9,7,4,4,43.59812843,45.35558495,-1.757456521,47.12660463,1,2,2,2,0,0,75_-4_drv13,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,2,3,1,1,1,2,24,3,0,1,1,1,0,2,0,5,5
12,75,-4,drv14,1.584032594,80,60,40,30,17,10,7,7,7,63.297021,65.32180356,-2.02478256,73.85951372,2,2,2,5,0,0,75_-4_drv14,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,3,3,1,0,2,5,29,11,1,2,1,1,0,2,0,2,5
13,75,-4,drv15,1.257447491,114,99,65,31,12,6,6,6,6,59.50927042,62.04464135,-2.535370932,63.67658965,1,1,1,1,0,0,75_-4_drv15,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
14,75,-4,drv16,3.207761027,89,78,67,52,45,41,34,22,22,73.05651697,77.55757816,-4.501061188,80.18874291,1,2,1,1,0,1,75_-4_drv16,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,3,RG_3,3,1,0,1,2,3,0,0,1,1,25,3,0,1,0,1,0,2,1,1,4
15,75,-4,drv17,0.525868363,71,58,37,24,18,16,10,10,5,48.19783176,52.35299274,-4.155160982,60.34349482,2,2,3,6,1,1,75_-4_drv17,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,3,2,1,0,2,6,30,12,1,2,2,1,0,2,0,3,6
16,75,-4,drv18,0.601094913,57,52,35,14,11,8,8,5,5,52.11573535,53.69322479,-1.577489437,60.73198022,2,2,1,4,0,1,75_-4_drv18,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,2,3,1,0,2,4,28,10,1,1,0,1,0,2,0,1,4
17,75,-4,drv19,0.612131957,54,49,36,28,21,15,13,10,5,45.54024286,52.49725793,-6.957015076,54.42659874,2,3,3,6,1,1,75_-4_drv19,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,2,1,1,1,2,6,35,16,1,1,2,2,1,2,0,6,6
18,75,-4,drv20,0.571170669,57,50,38,26,21,17,17,14,14,39.11602546,49.75343874,-10.63741328,53.06898708,2,1,1,4,0,1,75_-4_drv20,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,1,2,1,0,2,4,26,5,1,0,0,0,0,1,0,1,1
19,75,-4,drv21,0.818742093,73,65,58,36,34,29,27,22,22,47.79542952,49.64504637,-1.849616847,53.01593826,1,1,1,1,0,1,75_-4_drv21,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
20,75,-4,drv22,1.036667081,78,72,61,41,29,17,17,6,6,54.49086146,57.11684125,-2.625979793,68.89793427,3,3,3,9,1,1,75_-4_drv22,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,2,1,1,1,2,6,45,26,1,1,2,2,1,2,0,6,6
21,75,-4,drv24,0.942577811,49,44,36,25,19,14,11,8,8,49.50697025,56.70746105,-7.200490805,59.28633831,3,3,3,9,1,1,75_-4_drv24,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,2,1,1,1,2,6,47,20,1,1,2,2,1,2,0,6,6
22,75,-4,drv25,1.13140231,82,58,45,34,21,21,16,11,11,48.48729368,54.12827957,-5.640985894,57.30255703,1,1,2,2,0,1,75_-4_drv25,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,0,0,1,2,25,2,0,0,1,0,0,1,0,2,2
23,75,-4,drv26,0.193887983,96,85,55,39,30,23,16,9,7,42.41643708,45.85373519,-3.437298111,53.2591528,2,2,3,6,1,0,75_-4_drv26,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,2,3,1,1,2,6,28,5,1,1,2,1,0,2,0,6,6
24,75,-4,drv27,0.065639515,52,48,46,30,20,16,9,7,5,47.07539178,39.16612289,7.909268886,51.68162775,3,3,3,9,1,1,75_-4_drv27,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,2,1,1,1,2,6,46,21,1,1,2,2,1,2,0,6,6
25,75,-4,drv28,0.666075348,49,37,32,14,14,12,12,12,12,57.13181957,54.83256274,2.29925683,63.85302401,2,1,3,6,1,1,75_-4_drv28,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,1,2,1,1,2,6,30,13,1,0,2,0,0,1,0,6,3
26,75,-4,drv29,0.049354832,74,56,38,25,20,18,13,11,11,58.03064344,38.32631976,19.70432368,46.34111282,1,1,1,1,0,0,75_-4_drv29,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
27,75,-4,drv30,2.383102058,54,43,36,22,18,11,11,7,7,65.29736303,73.94363307,-8.646270048,77.6191074,1,1,3,3,0,0,75_-4_drv30,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,1,3,24,6,0,0,2,0,0,1,0,3,3
28,75,-4,drv31,0.67255564,67,53,33,25,22,17,14,11,8,56.86417615,53.0328489,3.831327251,56.71075084,1,1,2,2,1,0,75_-4_drv31,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,1,2,1,0,1,2,25,7,0,0,1,0,0,1,0,2,2
29,75,-4,drv32,3.353918286,96,88,64,32,24,24,24,16,16,77.17375864,80.81279138,-3.639032733,84.22726461,1,1,3,3,0,0,75_-4_drv32,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,3,RG_3,3,1,0,1,1,2,1,0,1,3,24,8,0,0,2,0,0,1,1,3,3
30,75,-4,drv33,0.504967986,137,118,84,45,34,26,18,11,8,55.98819786,50.35775877,5.630439085,53.32725352,3,3,3,9,1,0,75_-4_drv33,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,2,1,1,1,2,6,43,28,1,1,2,2,1,2,0,6,6
31,75,-4,drv34,3.797398203,65,56,44,40,24,20,20,20,20,78.45532112,81.84667715,-3.391356027,88.59893563,1,1,2,2,0,0,75_-4_drv34,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,3,RG_3,3,1,0,1,1,2,1,0,1,2,24,6,0,0,1,0,0,1,1,2,2
32,75,-4,drv35,0.224636153,80,68,40,21,14,12,12,5,5,47.9327936,47.08635439,0.846439204,49.51844862,2,2,2,5,1,0,75_-4_drv35,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,2,3,1,0,2,5,26,11,1,1,1,1,0,2,0,2,5
33,75,-4,drv36,1.544716,87,84,44,25,16,12,12,3,3,66.18576643,65.83529433,0.350472104,68.44726976,1,2,2,2,0,0,75_-4_drv36,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,3,1,0,1,2,25,6,0,0,1,1,0,2,0,2,5
34,75,-4,drv37,0.27647293,74,67,50,41,24,19,14,5,5,46.85195746,48.68769802,-1.835740558,51.58920984,3,3,3,9,1,0,75_-4_drv37,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,2,1,1,1,2,6,43,28,1,1,2,2,1,2,0,6,6
35,75,-4,drv38,1.37629709,68,59,45,39,37,37,31,31,20,54.48816463,56.46582547,-1.977660842,61.16850822,1,2,1,1,0,0,75_-4_drv38,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,2,3,0,0,1,1,25,6,0,1,0,1,0,2,0,1,4
36,75,-4,drv39,1.320906867,59,50,38,23,15,15,12,12,12,57.04160601,55.75123799,1.290368029,63.11545101,2,1,3,6,1,1,75_-4_drv39,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,1,2,1,0,2,6,28,10,1,0,2,0,0,1,0,3,3
37,75,-4,drv40,0.19485368,67,62,46,32,28,28,21,21,21,46.26532829,44.47574543,1.789582855,54.23319014,3,3,3,9,1,1,75_-4_drv40,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,1,1,1,1,2,6,39,10,1,0,2,2,1,2,0,6,6
38,75,-4,drv42,0.693833722,53,42,34,29,21,19,19,19,16,59.48407627,50.06881968,9.41525659,53.23698678,1,2,1,1,0,1,75_-4_drv42,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,2,3,1,0,1,1,24,7,0,1,0,1,0,2,0,1,4
39,75,-4,drv43,0.299180147,78,70,46,35,21,19,13,3,3,57.81986902,48.57236067,9.247508355,56.25457872,1,1,2,2,0,1,75_-4_drv43,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
40,75,-4,drv44,2.494573274,67,60,37,30,22,22,19,15,11,70.38670549,74.62795095,-4.241245456,78.09261982,2,2,1,4,1,0,75_-4_drv44,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,2,3,1,1,2,4,29,15,1,1,0,1,0,2,0,4,4
41,75,-4,drv45,0.675697331,64,58,42,32,27,16,13,8,5,55.48001404,49.63717992,5.842834113,59.00371428,2,2,2,5,1,1,75_-4_drv45,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,2,RG_1,1,0,1,0,2,2,1,1,2,5,34,5,1,1,1,1,0,2,0,5,5
42,75,-4,drv46,2.905116338,59,56,41,37,33,30,30,30,30,61.98856497,77.3380634,-15.34949843,79.36818751,1,1,2,2,1,0,75_-4_drv46,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,3,RG_3,3,1,0,1,1,2,0,0,1,2,25,7,0,0,1,0,0,1,1,2,2
43,75,-4,drv47,2.232772903,53,53,32,21,18,14,14,14,11,59.81725284,73.52195763,-13.70470479,76.90669174,2,2,1,4,0,1,75_-4_drv47,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,3,2,1,1,2,4,35,5,1,2,0,1,0,2,0,4,4
44,75,-4,drv48,2.320169718,80,63,56,45,31,24,21,14,7,57.90978537,72.45218753,-14.54240215,79.74836869,2,2,1,4,1,0,75_-4_drv48,75_-4_AtoB,2,1,1,2,1,1,2,2,-1,1,RG_2,2,0,0,1,3,2,1,1,2,4,34,12,1,2,0,1,0,2,0,4,4
45,75,0,drv1,1.504223291,70,53,20,17,13,10,10,10,7,84.89476244,65.36373236,19.53103008,68.00672385,1,1,2,2,0,1,75_0_drv1,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,25,9,0,0,1,0,0,1,0,2,2
46,75,0,drv2,2.107195892,49,45,41,19,15,11,11,7,7,92.88761201,72.93643404,19.95117797,86.36083045,1,1,2,2,0,0,75_0_drv2,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,4,0,0,1,0,0,1,0,2,2
47,75,0,drv3,1.736353465,61,54,48,32,29,23,11,11,9,67.35992424,44.506144,22.85378023,64.33413601,3,3,3,9,0,1,75_0_drv3,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,3,1,1,1,2,6,50,20,1,2,2,2,1,2,0,6,6
48,75,0,drv4,1.135366537,81,67,42,28,21,14,14,14,11,99.98115654,61.01943478,38.96172176,84.22629669,2,1,3,6,1,0,75_0_drv4,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,2,6,26,4,1,0,2,0,0,1,0,3,3
49,75,0,drv6,3.330150253,86,83,60,38,26,23,23,19,19,86.04800582,77.6769914,8.371014418,84.06954964,1,1,2,2,1,0,75_0_drv6,75_0_AtoB,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,1,0,1,2,24,8,0,0,1,0,0,1,1,2,2
50,75,0,drv8,1.523175311,77,68,56,33,27,21,21,18,15,73.10198131,58.34694145,14.75503986,64.9478332,1,1,2,2,0,1,75_0_drv8,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
51,75,0,drv9,1.300010666,67,57,41,32,26,22,16,6,3,72.95075339,62.14895001,10.80180338,69.73971092,2,2,2,5,1,1,75_0_drv9,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,3,2,1,1,2,5,32,15,1,2,1,1,0,2,0,5,5
52,75,0,drv10,1.537354727,38,32,13,9,6,6,6,6,6,64.56239462,66.10961987,-1.547225248,66.25386354,1,1,1,1,0,1,75_0_drv10,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
53,75,0,drv11,0.066739423,69,58,39,15,15,11,2,2,2,49.06419132,40.28143529,8.782756031,50.04041478,1,1,3,3,0,1,75_0_drv11,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,1,2,1,0,1,3,25,3,0,0,2,0,0,1,0,3,3
54,75,0,drv12,0.507514903,77,66,50,33,19,11,11,11,8,69.91373137,52.53889351,17.37483786,66.26496389,1,1,1,1,1,1,75_0_drv12,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,1,2,1,0,1,1,23,7,0,0,0,0,0,1,0,1,1
55,75,0,drv13,0.176584082,50,42,34,22,18,12,12,10,8,39.13334999,41.9636026,-2.830252606,46.10924797,1,2,2,2,0,0,75_0_drv13,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,3,1,1,1,2,24,3,0,1,1,1,0,2,0,5,5
56,75,0,drv14,1.153541512,84,78,59,34,19,16,12,12,6,75.72276321,58.5529753,17.16978791,65.08176427,2,2,2,5,0,0,75_0_drv14,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,3,3,1,0,2,5,29,11,1,2,1,1,0,2,0,2,5
57,75,0,drv15,2.010128708,101,85,57,35,32,25,22,22,22,82.72808543,64.54109836,18.18698707,71.3300459,1,1,1,1,0,0,75_0_drv15,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
58,75,0,drv16,2.563027793,63,63,52,45,42,31,31,24,21,81.16017568,71.2912499,9.868925774,78.47507879,1,2,1,1,0,1,75_0_drv16,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,3,0,0,1,1,25,3,0,1,0,1,0,2,0,1,4
59,75,0,drv17,1.375883687,66,60,48,30,24,18,12,9,9,63.8596438,61.12821704,2.731426765,63.32371198,2,2,3,6,1,1,75_0_drv17,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,3,2,1,0,2,6,30,12,1,2,2,1,0,2,0,3,6
60,75,0,drv18,0.649565359,47,44,33,19,19,19,11,8,3,64.21421457,54.05983234,10.15438223,62.9871747,2,2,1,4,0,1,75_0_drv18,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,3,1,0,2,4,28,10,1,1,0,1,0,2,0,1,4
61,75,0,drv19,0.354292637,67,50,38,26,17,12,10,10,10,62.96668129,48.52138853,14.44529276,57.62657834,2,3,3,6,1,1,75_0_drv19,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,1,1,1,2,6,35,16,1,1,2,2,1,2,0,6,6
62,75,0,drv20,0.746590527,68,63,52,27,16,16,16,11,11,68.02433804,53.02751718,14.99682086,64.71774922,2,1,1,4,0,1,75_0_drv20,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,1,2,1,0,2,4,26,5,1,0,0,0,0,1,0,1,1
63,75,0,drv21,0.043505428,57,53,35,22,18,18,11,9,9,50.11731162,41.90289669,8.214414931,47.40397185,1,1,1,1,0,1,75_0_drv21,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
64,75,0,drv22,1.083949508,51,48,39,22,19,16,16,13,13,84.22373545,59.66397655,24.5597589,72.7179298,3,3,3,9,1,1,75_0_drv22,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,1,1,1,2,6,45,26,1,1,2,2,1,2,0,6,6
65,75,0,drv24,0.876360903,48,43,35,19,13,11,8,8,5,59.31962255,55.13165508,4.187967469,58.43149979,3,3,3,9,1,1,75_0_drv24,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,1,1,1,2,6,47,20,1,1,2,2,1,2,0,6,6
66,75,0,drv25,0.376567118,109,71,33,19,12,5,5,2,2,62.32107945,48.76899777,13.55208168,55.41395491,1,1,2,2,0,1,75_0_drv25,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,1,2,0,0,1,2,25,2,0,0,1,0,0,1,0,2,2
67,75,0,drv26,0,85,68,41,22,17,13,9,7,6,47.09296336,33.94017416,13.1527892,41.75480221,2,2,3,6,1,0,75_0_drv26,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,3,1,1,2,6,28,5,1,1,2,1,0,2,0,6,6
68,75,0,drv27,1.630463333,47,43,37,31,28,28,22,19,16,72.66297494,64.86279867,7.800176272,69.61230399,3,3,3,9,1,1,75_0_drv27,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,1,1,1,2,6,46,21,1,1,2,2,1,2,0,6,6
69,75,0,drv28,1.911943836,39,29,19,16,13,13,13,13,13,73.89285141,67.17235909,6.720492316,73.3608447,2,1,3,6,1,1,75_0_drv28,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,1,2,6,30,13,1,0,2,0,0,1,0,6,3
70,75,0,drv29,0.724691833,67,61,50,33,22,14,14,14,11,66.87577654,49.17185294,17.7039236,61.74099755,1,1,1,1,0,0,75_0_drv29,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
71,75,0,drv30,3.096528469,60,56,44,24,16,16,16,12,12,89.25018841,81.17124425,8.078944155,88.3610753,1,1,3,3,0,0,75_0_drv30,75_0_AtoB,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,1,0,1,3,24,6,0,0,2,0,0,1,1,3,3
72,75,0,drv31,0.833208118,58,42,24,12,12,6,6,6,6,80.97117589,59.18990705,21.78126885,73.23321363,1,1,2,2,1,0,75_0_drv31,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,25,7,0,0,1,0,0,1,0,2,2
73,75,0,drv32,2.50058603,74,74,57,42,39,32,18,18,18,98.50632095,61.68534407,36.82097688,96.03371267,1,1,3,3,0,0,75_0_drv32,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,3,24,8,0,0,2,0,0,1,0,3,3
74,75,0,drv33,0.787896059,122,98,62,46,27,24,11,11,8,70.75189077,53.08298663,17.66890415,59.76980899,3,3,3,9,1,0,75_0_drv33,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,1,1,1,2,6,43,28,1,1,2,2,1,2,0,6,6
75,75,0,drv34,4.837610373,73,59,45,38,28,24,24,24,24,98.24875196,73.73428757,24.51446439,100.4863502,1,1,2,2,0,0,75_0_drv34,75_0_AtoB,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,1,0,1,2,24,6,0,0,1,0,0,1,1,2,2
76,75,0,drv35,0.085769446,72,62,41,17,10,5,2,0,0,59.7998091,45.41415535,14.38565375,50.10836388,2,2,2,5,1,0,75_0_drv35,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,3,1,0,2,5,26,11,1,1,1,1,0,2,0,2,5
77,75,0,drv36,3.479108257,99,75,48,44,36,28,24,20,20,81.21959609,81.48405759,-0.264461504,89.4578078,1,2,2,2,0,0,75_0_drv36,75_0_AtoB,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,3,1,0,1,2,25,6,0,0,1,1,0,2,1,2,5
78,75,0,drv37,0.552847131,63,58,30,27,25,14,8,8,3,66.16362299,52.25944148,13.90418151,57.17006092,3,3,3,9,1,0,75_0_drv37,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,1,1,1,2,6,43,28,1,1,2,2,1,2,0,6,6
79,75,0,drv38,1.432792441,67,61,51,29,22,16,10,6,6,70.88575467,65.07227134,5.813483337,68.06357417,1,2,1,1,0,0,75_0_drv38,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,3,0,0,1,1,25,6,0,1,0,1,0,2,0,1,4
80,75,0,drv39,1.282819919,67,40,35,26,20,20,17,17,14,75.37705741,53.78828439,21.58877302,60.33953569,2,1,3,6,1,1,75_0_drv39,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,2,6,28,10,1,0,2,0,0,1,0,3,3
81,75,0,drv40,0,72,59,40,15,11,6,4,2,0,52.71668406,38.50987903,14.20680502,43.75246481,3,3,3,9,1,1,75_0_drv40,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,1,1,1,1,2,6,39,10,1,0,2,2,1,2,0,6,6
82,75,0,drv42,0.294318249,79,54,42,32,15,2,2,2,2,62.92354689,47.19208457,15.73146232,49.12934292,1,2,1,1,0,1,75_0_drv42,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,3,1,0,1,1,24,7,0,1,0,1,0,2,0,1,4
83,75,0,drv43,2.561882992,81,75,58,37,31,31,27,17,14,80.6964807,69.7511677,10.94531299,81.36434202,1,1,2,2,0,1,75_0_drv43,75_0_AtoB,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
84,75,0,drv44,3.358994413,57,49,33,28,24,16,12,12,12,90.25850285,83.35119323,6.907309614,88.78119341,2,2,1,4,1,0,75_0_drv44,75_0_AtoB,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,2,3,1,1,2,4,29,15,1,1,0,1,0,2,1,4,4
85,75,0,drv45,0.600379843,50,38,29,15,12,6,6,6,6,71.23501596,55.65355471,15.58146124,64.87808796,2,2,2,5,1,1,75_0_drv45,75_0_AtoB,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,2,1,1,2,5,34,5,1,1,1,1,0,2,0,5,5
86,75,0,drv46,2.623696263,95,79,61,42,30,30,23,19,19,87.79703276,76.58248611,11.21454664,81.9362998,1,1,2,2,1,0,75_0_drv46,75_0_AtoB,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,0,0,1,2,25,7,0,0,1,0,0,1,1,2,2
