sr_no,R,G,drv,Aeq_paper,SRR_1,SRR_2,SRR_5,SRR_10,SRR_15,SRR_20,SRR_25,SRR_30,SRR_35,Avg_V_tangent,Avg_V_curve,Avg_SR,Max_V_curve,age_grp,profession,exp_kmperyear_grp,C_Age_exp_kmperyear,trip_frequency,Speed_limit_on_real_road,Uniq_ID,configurations_RM,Vd_grp,R_grp,G_grp,PTL_grp,CL_grp,SW_grp,EW_grp,C_R_PTL,G_grp_rev,Cluster_both_direction,Cluster_both_direction_nominal,Cluster_both_direction_ordinal,Binary_logistic_H,Binary_logistic_L,Binary_logistic_HM,income_grp,edu_grp,gender_grp,marital_grp,age_2_grp,age_exp_2,age_scale,exp_years_scale,age_2_grp_s,income_grp_s,exp_kmperyear_grp_s,profession_s,pro_nonpro,stu_emplo,Cluster_2RG,mari_exp,occu_exp
477,150,2,drv40,0.166902833,98,75,58,46,25,17,15,12,10,56.4650703,54.98162753,1.483442771,66.01587001,3,3,3,9,1,1,150_2_drv40,150_2_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,1,1,1,2,6,39,10,1,0,2,2,1,2,0,6,6
478,150,2,drv42,0.019953226,81,59,28,9,4,4,0,0,0,78.22654311,55.65962002,22.5669231,61.16430967,1,2,1,1,0,1,150_2_drv42,150_2_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,3,1,0,1,1,24,7,0,1,0,1,0,2,0,1,4
479,150,2,drv43,0.238048938,78,69,47,31,17,14,12,9,7,93.29940782,57.78951238,35.50989544,76.69747814,1,1,2,2,0,1,150_2_drv43,150_2_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
480,150,2,drv44,1.642791737,62,58,44,38,21,14,10,7,7,99.71763045,94.01363123,5.703999221,96.82188982,2,2,1,4,1,0,150_2_drv44,150_2_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,2,3,1,1,2,4,29,15,1,1,0,1,0,2,0,4,4
481,150,2,drv45,0,56,48,39,16,4,0,0,0,0,78.98137569,47.36853587,31.61283983,54.48452408,2,2,2,5,1,1,150_2_drv45,150_2_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,2,1,1,2,5,34,5,1,1,1,1,0,2,0,5,5
482,150,2,drv46,0.56519876,79,74,52,42,30,22,15,10,7,69.96353636,67.18802576,2.775510601,73.23018747,1,1,2,2,1,0,150_2_drv46,150_2_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,0,0,1,2,25,7,0,0,1,0,0,1,0,2,2
483,150,2,drv47,0.706846126,58,46,36,30,30,28,20,20,20,76.72648873,67.54286874,9.183619982,71.11937246,2,2,1,4,0,1,150_2_drv47,150_2_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,3,2,1,1,2,4,35,5,1,2,0,1,0,2,0,4,4
484,150,2,drv48,0.849264214,61,49,27,15,9,6,6,6,6,86.46186242,81.75193801,4.709924404,84.89892586,2,2,1,4,1,0,150_2_drv48,150_2_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,3,2,1,1,2,4,34,12,1,2,0,1,0,2,0,4,4
485,150,-4,drv1,1.818235087,57,50,32,11,7,7,7,7,4,95.43432725,97.31861671,-1.884289461,103.0719932,1,1,2,2,0,1,150_-4_drv1,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,1,0,1,2,25,9,0,0,1,0,0,1,0,2,2
486,150,-4,drv2,1.481954755,71,51,27,20,14,7,7,3,3,91.79511053,92.03199405,-0.236883519,99.04643746,1,1,2,2,0,0,150_-4_drv2,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,4,0,0,1,0,0,1,0,2,2
487,150,-4,drv3,0.474839841,70,58,38,34,24,19,17,12,7,58.97016297,67.97535617,-9.0051932,69.51070743,3,3,3,9,0,1,150_-4_drv3,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,3,1,1,1,2,6,50,20,1,2,2,2,1,2,0,6,6
488,150,-4,drv4,0.870929263,42,30,27,15,15,12,9,3,0,87.91604602,78.85248599,9.063560035,93.72996683,2,1,3,6,1,0,150_-4_drv4,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,1,0,2,6,26,4,1,0,2,0,0,1,0,3,3
489,150,-4,drv6,1.335070617,86,70,43,13,13,10,10,10,3,100.4022136,88.69197977,11.71023383,91.50605024,1,1,2,2,1,0,150_-4_drv6,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,8,0,0,1,0,0,1,0,2,2
490,150,-4,drv8,0.854980569,86,62,44,34,23,18,16,10,10,73.24674694,68.89793031,4.348816625,80.7464958,1,1,2,2,0,1,150_-4_drv8,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
491,150,-4,drv9,2.057080942,48,41,33,18,15,15,7,7,7,108.0025936,97.59205583,10.41053779,110.4466533,2,2,2,5,1,1,150_-4_drv9,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,3,2,1,1,2,5,32,15,1,2,1,1,0,2,0,5,5
492,150,-4,drv10,0.516165591,61,45,40,21,16,11,11,11,8,70.3846739,74.01896287,-3.634288969,78.06837655,1,1,1,1,0,1,150_-4_drv10,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
493,150,-4,drv11,0.684204397,82,59,42,31,20,11,11,8,8,78.38876715,75.48371865,2.905048494,82.50563848,1,1,3,3,0,1,150_-4_drv11,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,1,2,1,0,1,3,25,3,0,0,2,0,0,1,0,3,3
494,150,-4,drv12,1.12332594,69,59,47,34,22,13,9,0,0,81.53715464,85.12207172,-3.584917083,90.91146281,1,1,1,1,1,1,150_-4_drv12,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,1,0,1,1,23,7,0,0,0,0,0,1,0,1,1
495,150,-4,drv13,0.231314054,45,38,26,12,7,5,2,2,2,64.66588311,66.17306495,-1.507181838,68.15657292,1,2,2,2,0,0,150_-4_drv13,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,2,3,1,1,1,2,24,3,0,1,1,1,0,2,0,5,5
496,150,-4,drv14,1.783179144,85,62,46,39,29,16,16,16,10,91.81952943,88.92151245,2.898016982,94.70669898,2,2,2,5,0,0,150_-4_drv14,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,3,3,1,0,2,5,29,11,1,2,1,1,0,2,0,2,5
497,150,-4,drv15,0.466427898,75,65,50,30,20,15,13,10,8,69.77151565,68.00132205,1.7701936,68.50988315,1,1,1,1,0,0,150_-4_drv15,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
498,150,-4,drv16,0.526203521,102,97,56,32,16,11,3,3,0,78.57055746,72.73624995,5.834307511,84.55503561,1,2,1,1,0,1,150_-4_drv16,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,2,3,0,0,1,1,25,3,0,1,0,1,0,2,0,1,4
499,150,-4,drv17,1.134496163,62,56,41,29,24,18,12,6,3,80.59398328,81.36760392,-0.773620642,83.98580825,2,2,3,6,1,1,150_-4_drv17,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,3,2,1,0,2,6,30,12,1,2,2,1,0,2,0,3,6
500,150,-4,drv18,0.163043811,58,51,29,17,10,7,2,2,2,72.17461838,64.64310741,7.531510979,72.74272257,2,2,1,4,0,1,150_-4_drv18,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,2,3,1,0,2,4,28,10,1,1,0,1,0,2,0,1,4
501,150,-4,drv19,0.257823243,83,71,54,33,22,16,16,9,4,62.87028209,60.20543224,2.664849851,64.96893502,2,3,3,6,1,1,150_-4_drv19,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,2,1,1,1,2,6,35,16,1,1,2,2,1,2,0,6,6
502,150,-4,drv20,0.794787315,79,60,44,30,14,14,14,14,11,80.93722398,72.55411427,8.383109709,83.55518853,2,1,1,4,0,1,150_-4_drv20,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,1,0,2,4,26,5,1,0,0,0,0,1,0,1,1
503,150,-4,drv21,0.760520821,68,60,44,30,16,14,11,3,3,67.46353806,76.24407918,-8.780541125,77.56125804,1,1,1,1,0,1,150_-4_drv21,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
504,150,-4,drv22,2.752548839,75,71,60,53,45,38,38,34,34,110.331629,103.8221699,6.509459075,111.2682136,3,3,3,9,1,1,150_-4_drv22,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,3,RG_3,3,1,0,1,2,1,1,1,2,6,45,26,1,1,2,2,1,2,1,6,6
505,150,-4,drv24,0.154452053,43,39,35,23,21,19,12,2,2,50.68305831,59.0150419,-8.331983597,59.89285152,3,3,3,9,1,1,150_-4_drv24,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,2,1,1,1,2,6,47,20,1,1,2,2,1,2,0,6,6
506,150,-4,drv25,0.944672052,78,64,46,19,13,13,8,5,0,73.98580056,74.6791881,-0.693387542,81.82401227,1,1,2,2,0,1,150_-4_drv25,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,0,0,1,2,25,2,0,0,1,0,0,1,0,2,2
507,150,-4,drv26,0.153185706,93,85,39,27,19,17,12,10,8,58.55795236,55.53481621,3.023136149,60.13157066,2,2,3,6,1,0,150_-4_drv26,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,2,3,1,1,2,6,28,5,1,1,2,1,0,2,0,6,6
508,150,-4,drv27,1.355707457,71,56,41,27,21,18,12,9,6,75.55510565,84.71476424,-9.159658592,87.90954239,3,3,3,9,1,1,150_-4_drv27,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,2,1,1,1,2,6,46,21,1,1,2,2,1,2,0,6,6
509,150,-4,drv28,0.69268727,51,45,40,21,19,13,11,3,3,71.25371987,74.68275413,-3.429034263,78.10288268,2,1,3,6,1,1,150_-4_drv28,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,1,2,1,1,2,6,30,13,1,0,2,0,0,1,0,6,3
510,150,-4,drv29,0.599343967,80,66,46,29,19,10,5,2,2,54.60581288,68.61826705,-14.01245417,82.21838679,1,1,1,1,0,0,150_-4_drv29,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
511,150,-4,drv30,1.10641913,56,47,31,19,19,9,6,0,0,81.13192535,84.66158357,-3.529658224,92.12591627,1,1,3,3,0,0,150_-4_drv30,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,1,0,1,3,24,6,0,0,2,0,0,1,0,3,3
512,150,-4,drv31,0.377485593,68,36,31,13,5,5,3,3,0,77.30201963,67.3314181,9.970601526,81.9303597,1,1,2,2,1,0,150_-4_drv31,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,1,2,1,0,1,2,25,7,0,0,1,0,0,1,0,2,2
513,150,-4,drv32,2.07521682,89,75,43,35,21,18,14,11,7,88.74696554,98.5587747,-9.811809159,102.8087255,1,1,3,3,0,0,150_-4_drv32,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,1,0,1,3,24,8,0,0,2,0,0,1,0,3,3
514,150,-4,drv33,1.556219052,122,86,59,40,26,16,10,3,3,78.55922532,92.27132233,-13.71209701,99.37322771,3,3,3,9,1,0,150_-4_drv33,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,2,1,1,1,2,6,43,28,1,1,2,2,1,2,0,6,6
515,150,-4,drv34,2.146869648,52,45,35,35,28,24,24,21,17,92.84798695,95.50667401,-2.658687059,99.33769237,1,1,2,2,0,0,150_-4_drv34,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,6,0,0,1,0,0,1,0,2,2
516,150,-4,drv35,0.45025409,66,61,40,29,21,19,11,0,0,72.49487282,70.4791191,2.015753722,76.81976047,2,2,2,5,1,0,150_-4_drv35,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,2,3,1,0,2,5,26,11,1,1,1,1,0,2,0,2,5
517,150,-4,drv36,2.177582113,68,50,43,21,21,21,14,11,7,95.97043973,98.79975494,-2.829315206,103.4358824,1,2,2,2,0,0,150_-4_drv36,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,3,1,0,1,2,25,6,0,0,1,1,0,2,0,2,5
518,150,-4,drv37,0.946380793,57,51,33,21,18,6,6,6,6,78.13275944,82.46655919,-4.333799741,85.44023776,3,3,3,9,1,0,150_-4_drv37,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,2,1,1,1,2,6,43,28,1,1,2,2,1,2,0,6,6
519,150,-4,drv38,0.527537344,46,41,36,25,18,10,8,3,3,65.94051136,71.06162385,-5.121112499,71.81663715,1,2,1,1,0,0,150_-4_drv38,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,2,3,0,0,1,1,25,6,0,1,0,1,0,2,0,1,4
520,150,-4,drv39,0.621214201,45,40,31,26,17,11,6,3,0,75.31152958,74.18379043,1.127739148,88.31728263,2,1,3,6,1,1,150_-4_drv39,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,1,2,1,0,2,6,28,10,1,0,2,0,0,1,0,3,3
521,150,-4,drv40,0.521087588,102,91,56,16,5,3,3,3,0,69.64319488,73.00851697,-3.365322087,81.08525633,3,3,3,9,1,1,150_-4_drv40,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,1,1,1,1,2,6,39,10,1,0,2,2,1,2,0,6,6
522,150,-4,drv42,0.906765074,85,59,40,23,11,8,8,6,6,74.69558057,77.66802309,-2.972442522,79.71918163,1,2,1,1,0,1,150_-4_drv42,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,2,3,1,0,1,1,24,7,0,1,0,1,0,2,0,1,4
523,150,-4,drv43,2.860418192,58,47,33,26,22,22,22,22,22,89.11199576,102.7851865,-13.67319078,106.1808853,1,1,2,2,0,1,150_-4_drv43,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,3,RG_3,3,1,0,1,1,2,1,0,1,2,24,5,0,0,1,0,0,1,1,2,2
524,150,-4,drv44,2.124578035,64,50,39,18,11,11,11,11,7,96.14540263,98.33462394,-2.189221316,100.3264827,2,2,1,4,1,0,150_-4_drv44,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,2,3,1,1,2,4,29,15,1,1,0,1,0,2,0,4,4
525,150,-4,drv45,0.297248305,46,28,23,10,10,10,5,5,3,75.22356163,66.09292858,9.130633051,79.01930867,2,2,2,5,1,1,150_-4_drv45,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,2,2,1,1,2,5,34,5,1,1,1,1,0,2,0,5,5
526,150,-4,drv46,1.5749533,75,75,54,51,42,42,36,30,27,76.68370306,84.0310324,-7.347329341,86.51280195,1,1,2,2,1,0,150_-4_drv46,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,1,2,0,0,1,2,25,7,0,0,1,0,0,1,0,2,2
527,150,-4,drv47,1.265361882,85,70,64,45,39,33,27,27,18,82.03184187,84.65712971,-2.625287843,85.43811176,2,2,1,4,0,1,150_-4_drv47,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,1,RG_2,2,0,0,1,3,2,1,1,2,4,35,5,1,2,0,1,0,2,0,4,4
528,150,-4,drv48,0.714481497,49,38,30,24,19,19,13,11,11,95.06768609,66.61784576,28.44984033,97.09686536,2,2,1,4,1,0,150_-4_drv48,150_-4_AtoB,3,2,1,2,2,2,3,5,-1,2,RG_1,1,0,1,0,3,2,1,1,2,4,34,12,1,2,0,1,0,2,0,4,4
529,200,0,drv1,1.131905165,74,58,38,22,13,6,6,6,0,102.8781602,97.97493454,4.903225647,101.4107163,1,1,2,2,0,1,200_0_drv1,200_0_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,25,9,0,0,1,0,0,1,0,2,2
530,200,0,drv2,1.044654764,41,38,32,25,13,6,3,0,0,95.95392781,96.9556636,-1.001735797,98.76086805,1,1,2,2,0,0,200_0_drv2,200_0_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,4,0,0,1,0,0,1,0,2,2
531,200,0,drv3,0.084354546,63,51,34,18,13,9,4,4,2,71.36560195,67.44773302,3.917868921,71.31228884,3,3,3,9,0,1,200_0_drv3,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,3,1,1,1,2,6,50,20,1,2,2,2,1,2,0,6,6
532,200,0,drv4,0.77396286,53,50,42,36,22,20,20,17,8,84.74593649,83.67305486,1.072881627,92.17009975,2,1,3,6,1,0,200_0_drv4,200_0_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,1,2,1,0,2,6,26,4,1,0,2,0,0,1,0,3,3
533,200,0,drv6,0.531771417,84,38,17,9,9,6,3,3,3,89.41893103,86.8429837,2.575947329,88.39693779,1,1,2,2,1,0,200_0_drv6,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,2,24,8,0,0,1,0,0,1,0,2,2
534,200,0,drv8,0.518958503,80,67,50,30,25,22,17,10,7,78.76446844,72.13160581,6.632862628,79.40971764,1,1,2,2,0,1,200_0_drv8,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
535,200,0,drv9,0.838491862,66,60,48,30,24,15,12,9,3,88.81085563,91.2449659,-2.434110268,94.69274213,2,2,2,5,1,1,200_0_drv9,200_0_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,3,2,1,1,2,5,32,15,1,2,1,1,0,2,0,5,5
536,200,0,drv10,0.10639174,72,57,50,28,15,2,0,0,0,67.30564515,66.71477096,0.590874193,67.31383306,1,1,1,1,0,1,200_0_drv10,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
537,200,0,drv11,0.079665634,59,43,29,12,2,0,0,0,0,73.27792591,72.39884293,0.879082978,74.53838554,1,1,3,3,0,1,200_0_drv11,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,3,25,3,0,0,2,0,0,1,0,3,3
538,200,0,drv12,0.66207928,80,71,60,41,30,19,11,0,0,87.04413493,82.81303509,4.231099844,86.37278247,1,1,1,1,1,1,200_0_drv12,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,1,23,7,0,0,0,0,0,1,0,1,1
539,200,0,drv13,0.177423711,47,37,26,14,7,2,0,0,0,66.89283025,72.63162367,-5.738793415,75.21725156,1,2,2,2,0,0,200_0_drv13,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,3,1,1,1,2,24,3,0,1,1,1,0,2,0,5,5
540,200,0,drv14,0.718946535,88,65,51,37,20,14,9,9,9,85.36845423,86.70429517,-1.33584094,88.07400931,2,2,2,5,0,0,200_0_drv14,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,3,3,1,0,2,5,29,11,1,2,1,1,0,2,0,2,5
541,200,0,drv15,0.117504253,113,97,55,21,14,9,5,0,0,78.88922875,68.86994328,10.01928547,78.50074902,1,1,1,1,0,0,200_0_drv15,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
542,200,0,drv16,0.128859185,127,110,69,48,28,17,6,4,0,69.73256746,65.97613744,3.756430023,67.85480743,1,2,1,1,0,1,200_0_drv16,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,3,0,0,1,1,25,3,0,1,0,1,0,2,0,1,4
543,200,0,drv17,0.450775299,67,43,22,11,11,11,5,5,5,80.80237896,82.4608176,-1.658438643,84.19985224,2,2,3,6,1,1,200_0_drv17,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,3,2,1,0,2,6,30,12,1,2,2,1,0,2,0,3,6
544,200,0,drv18,0.060019239,43,34,20,11,4,2,0,0,0,67.69611588,69.42492118,-1.728805304,73.60858524,2,2,1,4,0,1,200_0_drv18,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,3,1,0,2,4,28,10,1,1,0,1,0,2,0,1,4
545,200,0,drv19,0,75,61,40,13,6,2,2,0,0,60.96591965,64.0414616,-3.075541949,65.46394257,2,3,3,6,1,1,200_0_drv19,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,1,1,1,2,6,35,16,1,1,2,2,1,2,0,6,6
546,200,0,drv20,0.598734127,58,48,37,29,18,11,11,5,5,77.61676593,81.06281311,-3.446047189,83.41400207,2,1,1,4,0,1,200_0_drv20,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,2,4,26,5,1,0,0,0,0,1,0,1,1
547,200,0,drv21,0.031019358,66,48,38,14,8,6,6,4,4,55.47848325,61.73881716,-6.260333908,66.22797813,1,1,1,1,0,1,200_0_drv21,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
548,200,0,drv22,1.789383815,110,86,45,38,24,14,14,14,7,98.55704252,105.9809254,-7.423882874,110.9326451,3,3,3,9,1,1,200_0_drv22,200_0_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,2,1,1,1,2,6,45,26,1,1,2,2,1,2,0,6,6
549,200,0,drv24,0,45,37,23,11,4,3,2,2,1,27.77341362,37.11749365,-9.344080026,40.24872894,3,3,3,9,1,1,200_0_drv24,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,1,1,1,2,6,47,20,1,1,2,2,1,2,0,6,6
550,200,0,drv25,0.388616231,81,67,41,19,12,7,5,5,2,73.40234486,74.02123955,-0.618894692,74.92584762,1,1,2,2,0,1,200_0_drv25,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,0,0,1,2,25,2,0,0,1,0,0,1,0,2,2
551,200,0,drv26,0,84,67,35,11,10,6,3,2,0,54.39451691,46.28533576,8.109181143,50.59056829,2,2,3,6,1,0,200_0_drv26,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,3,1,1,2,6,28,5,1,1,2,1,0,2,0,6,6
552,200,0,drv27,0.173889281,77,68,55,42,35,26,18,9,2,67.16544402,66.75642877,0.409015256,68.8547035,3,3,3,9,1,1,200_0_drv27,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,1,1,1,2,6,46,21,1,1,2,2,1,2,0,6,6
553,200,0,drv28,0.179746465,63,36,27,13,11,7,2,2,2,64.89031712,68.64056503,-3.750247902,71.25829533,2,1,3,6,1,1,200_0_drv28,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,1,2,6,30,13,1,0,2,0,0,1,0,6,3
554,200,0,drv29,0.556195421,102,89,59,40,19,11,5,3,0,71.99085208,82.82486315,-10.83401107,89.01675157,1,1,1,1,0,0,200_0_drv29,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
555,200,0,drv30,0.598416793,64,53,36,17,8,6,3,3,3,87.88708219,85.5502833,2.336798883,87.4188844,1,1,3,3,0,0,200_0_drv30,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,3,24,6,0,0,2,0,0,1,0,3,3
556,200,0,drv31,0.153807596,69,52,26,21,10,5,5,0,0,66.14065264,72.44923753,-6.30858489,76.67257412,1,1,2,2,1,0,200_0_drv31,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,1,2,1,0,1,2,25,7,0,0,1,0,0,1,0,2,2
557,200,0,drv32,1.069186465,87,61,45,26,10,3,3,0,0,95.88136788,97.46760999,-1.586242105,103.1635897,1,1,3,3,0,0,200_0_drv32,200_0_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,1,2,1,0,1,3,24,8,0,0,2,0,0,1,0,3,3
558,200,0,drv33,0.982023822,126,114,87,48,42,36,30,21,9,90.53993061,91.40585154,-0.865920932,95.65467009,3,3,3,9,1,0,200_0_drv33,200_0_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,2,1,1,1,2,6,43,28,1,1,2,2,1,2,0,6,6
559,200,0,drv34,1.169805831,84,78,60,48,36,30,24,9,6,84.38802611,93.94501291,-9.556986797,97.10693612,1,1,2,2,0,0,200_0_drv34,200_0_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,6,0,0,1,0,0,1,0,2,2
560,200,0,drv35,0.304158037,80,64,37,16,5,3,3,3,0,79.72096214,80.6333085,-0.912346354,83.38028828,2,2,2,5,1,0,200_0_drv35,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,3,1,0,2,5,26,11,1,1,1,1,0,2,0,2,5
561,200,0,drv36,1.895251307,68,57,46,39,32,25,18,4,4,102.4499448,110.0124228,-7.562477995,113.1206224,1,2,2,2,0,0,200_0_drv36,200_0_AtoB,3,2,2,2,2,2,3,5,0,1,RG_2,2,0,0,1,1,3,1,0,1,2,25,6,0,0,1,1,0,2,0,2,5
562,200,0,drv37,0.529862194,50,36,22,8,8,6,6,6,6,77.70624357,85.10948872,-7.403245151,88.57250162,3,3,3,9,1,0,200_0_drv37,200_0_AtoB,3,2,2,2,2,2,3,5,0,2,RG_1,1,0,1,0,2,1,1,1,2,6,43,28,1,1,2,2,1,2,0,6,6
