"long_acc","lat_acc","SWP_deg","R","G","points","V_kmph","Pedal_acc","Pedal_brk","D_m_ori","Time","points_cal"
0.0146474510775436,0.00488581199370915,2.90658704447742,0,0,0,0.204488736505792,0.15,0.3363,0.0402912190423007,1,0
0.00953493092738562,0.000183300333439408,3.23003346580348,0,0,0,0.0774379048762477,0.15,0.354,0.0670246393484567,2,0
0.00756485640536057,-4.51264799358462e-05,3.23102014485905,0,0,0,0.105798837673005,0.142436974789916,0.354,0.0924138751736479,3,0
0.00555621642263012,0.000103452401044089,3.22952577599069,0,0,0,0.128447270995893,0.15,0.354,0.124993258187326,4,0
0.00408774359377239,-2.29823386146407e-05,3.2298488513261,0,0,0,0.145254374431866,0.15,0.354,0.163147999821668,5,0
0.00291538485579078,0.000161348602608005,3.23146422800316,0,0,0,0.157525634239017,0.15,0.354,0.205304212060924,6,0
0.0021818071714763,8.08932810400207e-05,3.23086423095168,0,0,0,0.166541689879564,0.135,0.3363,0.250387236983043,7,0
0.00168429143241909,-8.64512012271353e-05,3.22998731218413,0,0,0,0.173276285510793,0.15,0.354,0.297634716277033,8,0
0.00123871418116475,0.000173696181018984,3.229433468752,0,0,0,0.178432360233883,0.1425,0.354,0.34651897856673,9,0
0.00103240524735009,3.72806858392382e-05,3.22934116151331,0,0,0,0.182551234165042,0.15,0.354,0.396680705510919,10,0
0.00093572944706839,0.00011453724151742,3.22938731513265,0,0,0,0.185950605977119,0.15,0.354,0.447877622519968,11,0
0.000693821561133888,-7.22217852904506e-05,3.22975654408741,0,0,0,0.188865971561437,0.15,0.354,0.499948525107161,12,0
0.000695763298588128,-3.33548392091859e-05,3.23049500199692,0,0,0,0.191491402586284,0.15,0.354,0.552785843771488,13,0
0.000710545252698601,0.000171895339260289,3.22947962237134,0,0,0,0.193904885409676,0.15,0.354,0.606318555298973,14,0
0.00063966419710952,-1.06533723302028e-06,3.22980269770676,0,0,0,0.196175527439969,0.15,0.354,0.660500181690007,15,0
0.000537495897907682,-5.71820731140156e-06,3.22998731218413,0,0,0,0.1983468208802,0.135,0.354,0.71529979500647,16,0
0.000633061289630255,0.000128171297698902,3.22957192961003,0,0,0,0.200492511815497,0.15,0.354,0.770698300124388,17,0
0.000521215368480776,2.39273512448436e-05,3.22974967825974,0,0,0,0.202606480394153,0.142561983471074,0.354,0.826920948547017,18,0
0.000674117177370234,-2.82808855941638e-05,3.22911039341659,0,0,0,0.204704150415651,0.15,0.354,0.883729726541577,19,0
0.000467507012006642,0.000102365177604718,3.23012577304217,0,0,0,0.206761338330827,0.15,0.354,0.940880387037884,20,0
0.000632520652573894,9.10337060702924e-05,3.22929500789397,0,0,0,0.208826614666455,0.15,0.354,0.998603201058896,21,0
0.000520173151954303,7.70632036996223e-05,3.22929500789397,0,0,0,0.210862823326076,0.15,0.354,1.05689576737443,22,0
0.000377164114449993,-0.000145397471008612,3.23003346580348,0,0,0,0.212843486423964,0.15,0.3363,1.1157559126793,23,0
-0.000214243028040366,-7.23632909044298e-06,3.22947962237134,0,0,0,0.212645633775973,0.15,0.354,1.1749120121261,24,0
-0.000274631761378992,0.000280974457341682,3.22994115856479,0,0,0,0.212088886538217,0.15,0.354,1.23389640060047,25,0
-0.000728033664454192,-7.54020649354534e-05,3.2332642191576,0,0,0,0.209816393621051,0.15,0.354,1.2925307573419,26,0
-0.000234771132249525,-0.000102064934800753,3.23446421326056,0,0,0,0.208225677604118,0.135,0.354,1.35055408979119,27,0
1.44398396248096e-05,0.000200895843161778,3.23418729154449,0,0,0,0.207903265299811,0.15,0.354,1.40832578869293,28,0
0.000187595685811953,0.000121818583529097,3.23446421326056,0,0,0,0.208401462976481,0.1425,0.354,1.4661313305684,29,0
0.000345613424680204,-0.000261327234486292,3.23418729154449,0,0,0,0.209433572052562,0.15,0.354,1.52415594264536,30,0
0.000412790924912155,0.000432132228145734,3.23446421326056,0,0,0,0.210825567022265,0.15,0.354,1.58252089649589,31,0
0.000517801481968107,-0.000330395028349022,3.23446421326056,0,0,0,0.212443527950475,0.15,0.354,1.64130521190903,32,0
0.0004457118585636,0.000227706666327165,3.23446421326056,0,0,0,0.214201372526945,0.15,0.354,1.70056078642209,33,0
0.00053566217002379,7.76727005449122e-05,3.23040269475824,0,0,0,0.216080804636278,0.135,0.354,1.76032217909625,34,0
0.000589593147476035,-2.22058822949373e-05,3.22952577599069,0,0,0,0.21802667397799,0.1425,0.354,1.82061583047305,35,0
0.000534505571592016,7.68593252663091e-05,3.23331037277694,0,0,0,0.220012123000016,0.15,0.354,1.881455987181,36,0
0.000538248350491633,2.62092328862469e-05,3.23363344811236,0,0,0,0.222024906516155,0.1425,0.354,1.94285211433093,37,0
0.000606784077795767,8.6682516625135e-05,3.23289499020284,0,0,0,0.224060328727096,0.1425,0.354,2.00480994631854,38,0
0.000591864968584312,-0.000109853030367598,3.23354114087367,0,0,0,0.226096266167476,0.15,0.354,2.06733381374009,39,0
0.000498835306547932,5.21518731060327e-05,3.2332642191576,0,0,0,0.228147747460514,0.1275,0.354,2.13042681670239,40,0
0.000595105303432152,6.18542246972715e-05,3.23160268886119,0,0,0,0.230217197869868,0.15,0.354,2.19409073626471,41,0
0.000606258568158177,1.58219001491219e-06,3.2336796017317,0,0,0,0.232279535016499,0.15,0.354,2.25832738600578,42,0
0.000573247349855156,5.69023655932953e-05,3.2328488365835,0,0,0,0.234346421998611,0.1425,0.354,2.32313899295048,43,0
0.000585052552588248,0.000181398045235713,3.23289499020284,0,0,0,0.236425068910132,0.15,0.354,2.38852635877789,44,0
0.000578438821152821,0.000204739368572081,3.23298729744153,0,0,0,0.238507122175295,0.1275,0.3186,2.4544911100188,45,0
0.000566760060953847,-0.000101509778112898,3.23238730039005,0,0,0,0.240587472318884,0.15,0.354,2.52103417702143,46,0
0.000566336676122817,-0.000118693415971057,3.22966423684872,0,0,0,0.242674095336597,0.1425,0.354,2.58815640067536,47,0
0.000581699764547208,0.0003304359108314,3.2298488513261,0,0,0,0.244768659161382,0.1425,0.354,2.6558587730799,48,0
0.000537829896450726,-0.000256137369938105,3.23031038751955,0,0,0,0.246855583579353,0.1425,0.354,2.72414251413632,49,0
0.000581115896833896,0.000396199409225135,3.23072577009365,0,0,0,0.248957206086052,0.1425,0.35105,2.79300879159914,50,0
0.000619173067453712,-0.000228815422319896,3.23054115561627,0,0,0,0.251068016694806,0.15,0.33925,2.86245866314038,51,0
0.000604617975232144,0.000197238676000043,3.23086423095168,0,0,0,0.253170848125981,0.1425,0.354,2.932493246362,52,0
0.000531032582204954,4.73090244830881e-05,3.23331037277694,0,0,0,0.255274663683874,0.15,0.354,3.00311360418521,53,0
0.000600295978453726,2.09897190571736e-05,3.23183345695792,0,0,0,0.257396812981589,0.15,0.354,3.07432088847709,54,0
0.000558179439005208,6.40486559028556e-05,3.23178730333857,0,0,0,0.259511789695862,0.135,0.354,3.1461160419083,55,0
0.000599295183145255,0.000178708311726093,3.22966423684872,0,0,0,0.261635391112388,0.1425,0.354,3.21849980741962,56,0
0.000640844099579257,4.37301708839457e-05,3.2324334540094,0,0,0,0.263759947336133,0.2125,0.354,3.2914729337624,57,0
0.418914138850356,0.000749367397086656,1.81357079638286,0,0,0,0.859222533771165,0.8325,0.354,3.40887490838966,58,0
1.08313067308527,-0.0338775478988482,-19.6460543560803,0,0,0,3.44164726871721,6.435,0.354,3.95999915469812,59,0
0.508108456271511,-0.000421385164139029,-18.2768460386095,0,0,0,6.53034728503865,2.8725,0.354,5.40532830737879,60,0
1.27088234672312,-0.0728944223105615,-22.9314654149437,0,0,0,9.71815528727626,9.4575,0.354,7.5869364361701,61,0
1.31366849939999,-0.0757074314850246,-19.0028929858831,0,0,0,14.6425228896267,11.175,0.354,10.9772494640394,62,0
1.06167882324118,0.0551125043047094,-5.41029683339044,0,0,0,18.9044932530748,11.43,0.354,15.6627365179549,63,0
0.932215448239662,0.108600446887685,3.59515678276709,0,0,0,22.4649526727962,12.2025,0.3186,21.4227154990005,64,0
0.846590465073367,0.0896337917534686,-0.0215854439444316,0,0,0,25.6440633833015,13.02,0.354,28.1157107109297,65,0
0.741843475960208,0.150979788993851,1.86941697105344,0,0,0,28.5293512016134,13.4775,0.354,35.6519074966457,66,0
0.610843776781281,0.123065048819696,0.219646328219614,0,0,0,30.9556179467057,13.4775,0.354,43.9277675818121,67,0
0.517960596480835,0.205135376532673,2.61355606107086,0,0,0,32.9829074096773,13.49875,0.354,52.8180312474647,68,0
0.439407202330686,0.192416346425894,1.83221696042845,0,0,0,34.6967104460982,13.46375,0.354,62.2258810919727,69,0
0.388160177824944,0.378103907341152,6.9319905531068,0,0,0,36.190842882207,13.3575,0.354,72.077819372463,70,0
-0.444419630928496,0.250397068856414,3.95326485375525,0,0,0,36.0137709444166,0.80125,0.354,82.1761598726321,71,0
-0.430023798512225,0.229076311286469,4.21260363812198,0,0,0,34.4523240700877,0.7725,0.354,91.9587367670591,72,0
0.0237930891156206,0.184618571070498,2.65740221644919,0,0,0,33.6705732673806,5.1775,0.354,101.377489214496,73,0
0.159134363778982,0.149658195465206,1.36606268986785,0,0,0,34.1053132239655,7.44875,0.354,110.784915513717,74,0
0.149344652268932,0.128492744128453,0.819369892646201,0,0,0,34.6722020532093,7.5075,0.354,120.337880198429,75,0
0.255319366058098,0.0300353672392751,-1.90766877567012,0,0,0,35.3118136509433,9.175,0.354,130.050775439436,76,0
0.760944002522147,0.0458924236115023,-1.51730702190475,0,0,0,37.232360611552,17.1100840336134,0.354,140.041788673695,77,0
0.7157069889129,0.145213508275458,1.71960145332297,0,0,0,39.926960672023,17.04,0.354,150.723591693032,78,0
0.61228265062162,0.261453692557326,4.39163440267833,0,0,0,42.3877647719636,16.035,0.354,162.16868178493,79,0
0.529576922718015,0.270125853886997,4.58335771849024,0,0,0,44.348503054917,15.4125,0.3363,174.223209884273,80,0
0.530724135179361,0.217543606356858,3.70615698484363,0,0,0,46.2587044359716,16.0875,0.354,186.810134589382,81,0
0.513213675804222,0.16055578636831,2.27317119919096,0,0,0,48.1620508714361,16.515,0.354,199.927553404767,82,0
0.482169000882224,0.0355939931287303,0.254677134132248,0,0,0,49.9712784790427,16.7325,0.354,213.560111822696,83,0
0.322167424130234,0.0110073885767133,-0.0841846897143905,0,0,0,51.384940918059,14.595,0.354,227.654292286328,84,0
0.323597370334105,-0.116406777102402,-1.68203219729029,0,0,0,52.5129257217499,15.2175,0.354,242.085150232212,85,0
0.375033354899677,-0.0227765192192979,1.30227801796475,0,0,0,53.7491102380156,16.2825,0.354,256.840803223527,86,0
-0.110837218768813,0.0432755884651075,1.56443208862341,0,0,0,54.6228685724981,7.47,0.3363,271.940178742698,87,0
-0.158591317592942,-0.141072618159273,-2.12640180355079,0,0,0,53.4384307911037,6.3375,0.354,286.943984211786,88,0
0.421596881183452,-0.160281197649396,-0.720092921825998,0,0,0,54.2443216237552,22.0875,0.354,301.853513434673,89,0
0.441133526933771,0.0908590623912352,3.09424880977048,0,0,0,55.8159280833407,22.47,0.354,317.140368245217,90,0
0.447410924706035,0.301757570591361,5.96765119205295,0,0,0,57.4167262808295,23.3175,0.3363,332.868472826559,91,0
0.440085129216695,0.0281254995298234,1.36800112373206,0,0,0,59.014947114833,23.295,0.354,349.041884030166,92,0
0.426547065206915,0.00331084222714966,0.763016066849486,0,0,0,60.5736691776148,22.98,0.354,365.654433520383,93,0
0.420185188541518,-0.211590281822057,-1.35655502538421,0,0,0,62.0979493653843,23.1825,0.354,382.694361774521,94,0
0.404603137175565,0.051902751450687,2.24843265467216,0,0,0,63.5815516249411,22.6425,0.354,400.152954890432,95,0
0.396265925492042,0.0990895658779928,2.10480178685629,0,0,0,65.0192646941422,23.0025,0.3363,418.016566861678,96,0
0.390203800243917,-0.109647926834779,-0.223200193316843,0,0,0,66.4376589897714,23.16,0.354,436.276598436132,97,0
0.366812915627039,-0.0497478621294434,0.676246728205687,0,0,0,67.8031521269576,22.08,0.354,454.924530569305,98,0
0.332193219210275,0.034090846457576,1.80083227693706,0,0,0,69.0562279506155,20.4225,0.3363,473.937334577822,99,0
0.280220682571166,-0.0211473695848132,0.909693079989868,0,0,0,70.1719866551733,19.2675,0.354,493.280611325156,100,0
0.245481245288327,0.042088723771172,1.90098621610598,0,0,0,71.0926964664586,18.6825,0.3363,512.904150059603,101,0
0.203950978288568,0.0695168196293246,2.0953864347251,0,0,0,71.952440822169,17.4975,0.354,532.774245558632,102,0
-0.0669648924795972,0.0808773359352841,2.00160173415706,0,0,0,71.9338299346358,12.4575,0.354,552.780231993774,103,0
0.112374981288501,-0.0371681318574019,0.549415842753674,0,0,0,72.2542327445609,15.9825,0.354,572.794722462332,104,0
0.075927658446993,-0.0897992930724514,0.0916616167358971,0,0,0,72.5825341602097,15.3075,0.354,592.91412051807,105,0
0.0459636636810227,-0.0796153763481832,0.414831124127683,0,0,0,72.7689387113036,14.715,0.354,613.104446083496,106,0
0.037322311763509,0.0288774285728439,1.60837059392915,0,0,0,72.9212978257745,14.55,0.354,633.340049019916,107,0
0.144953819525424,0.0296914009368454,1.59018597808321,0,0,0,73.1332072347198,17.82,0.354,653.617482248951,108,0
0.223387451559006,-0.0220832478415699,0.887262287586159,0,0,0,74.0178466119091,19.695,0.354,674.049288972751,109,0
0.122759395905621,-0.0166984227823844,0.994431594682417,0,0,0,74.5241616009005,16.785,0.354,694.689189423924,110,0
0.198387733643874,-0.0516508947494986,0.663323641417971,0,0,0,75.1079602364304,18.51,0.354,715.464592904832,111,0
0.175313635136156,0.00323824157274062,1.35387807121715,0,0,0,75.8358389218806,18.06,0.354,736.432296190863,112,0
0.123612854499585,0.0256982813240618,1.59203214153331,0,0,0,76.3370538261517,17.13,0.3363,757.572494141306,113,0
0.128423896549701,0.0441745710008994,1.7196014924543,0,0,0,76.7734271136278,17.4525,0.354,778.838379083289,114,0
0.0885867338715672,0.0547044909488201,1.91474011206464,0,0,0,77.182648098404,16.4625,0.354,800.225118777022,115,0
0.195682609167652,0.0603047421654731,1.82557077343106,0,0,0,77.6351047295251,20.1675,0.354,821.71883736958,116,0
0.283284244062414,0.0714147418465499,2.08910946956768,0,0,0,78.5792096443484,22.3725,0.354,843.407936639674,117,0
-0.199680218744948,-0.0241589826087466,0.399323413534648,0,0,0,78.9463179409396,9.8775,0.354,865.331805803898,118,0
-0.396004660848644,-0.420629422078133,-4.06984952587825,0,0,0,77.5290667053047,5.67,0.354,887.074621497743,119,0
-0.326554050163569,-0.724290138972308,-7.1348367168685,0,0,0,76.2814159119276,6.9225,0.3363,908.43078686686,120,0
-0.289885855759581,-0.833522706164932,-5.82148189340478,0,0,0,75.1622341106875,6.915,0.354,929.460057032389,121,0
-0.31256853592745,-0.506102147863203,-4.98498887613585,0,0,0,74.0930842369382,6.9,0.3363,950.190758791853,122,0
-0.316126510780853,-2.29593147134863,-24.1146664875745,0,0,0,72.9105286214975,7.215,0.354,970.608819502123,123,0
-0.126172619109578,-1.17230859872546,-7.0260982405201,0,0,0,72.0842918006755,11.43,0.354,990.727891129392,124,0
-0.0854757983629972,0.0964041904048135,1.41720120603746,0,0,0,71.7054534105152,12.045,0.354,1010.69528545311,125,0
0.019684194072559,-0.960240867194122,-10.1064084486963,0,0,0,71.5847572802358,14.115,0.354,1030.58742543368,126,0
0.0355686545435466,-0.0567931104293479,3.02187946061554,50,0,1,71.6948793358672,14.235,0.354,1050.48644626806,127,1
0.102537581888913,0.290133131280549,3.66360323752874,50,0,1,71.8562916254828,16.3575,0.354,1070.42037525246,128,1
0.287927349236488,0.0205855223762269,1.42073315942687,50,0,1,72.7058823466255,20.6775,0.354,1090.48275458875,129,1
0.243441300780691,-0.184345076450268,-1.92360161498293,50,0,1,73.6264997332486,19.41,0.354,1110.81028887424,130,1
0.247952327026808,-0.151438404252239,0.390000314058392,50,0,1,74.4849215913298,19.485,0.354,1131.38182496095,131,1
0.228132327159239,0.0242422563209899,1.73104758338164,50,0,1,75.3388098771812,19.38,0.354,1152.19376313413,132,1
0.2289510465692,0.0539954256776343,1.15273943795862,50,0,1,76.1958654044087,19.59,0.3186,1173.24186772916,133,1
0.0205466774034908,-0.126376325488376,-0.0539077398892264,50,0,1,76.7204831566522,14.745,0.354,1194.49808975742,134,1
-0.443043915520158,-0.0505639253284105,0.575077416525977,50,0,1,75.9090533604217,3.7275,0.354,1215.73656935261,135,1
